Transcript,Transcript
TRINITY_DN60357_c0_g2_i2,TRINITY_DN60357_c0_g2_i2
TRINITY_DN60361_c0_g1_i3,TRINITY_DN60361_c0_g1_i3
TRINITY_DN6036_c0_g1_i10,TRINITY_DN6036_c0_g1_i10
TRINITY_DN60378_c0_g1_i1,TRINITY_DN60378_c0_g1_i1
TRINITY_DN6037_c0_g1_i1,TRINITY_DN6037_c0_g1_i1
TRINITY_DN60384_c0_g1_i1,TRINITY_DN60384_c0_g1_i1
TRINITY_DN60388_c0_g1_i1,TRINITY_DN60388_c0_g1_i1
TRINITY_DN6039_c0_g1_i2,TRINITY_DN6039_c0_g1_i2
TRINITY_DN6039_c0_g2_i1,TRINITY_DN6039_c0_g2_i1
TRINITY_DN60403_c0_g1_i4,TRINITY_DN60403_c0_g1_i4
TRINITY_DN6040_c0_g2_i12,TRINITY_DN6040_c0_g2_i12
TRINITY_DN60417_c0_g1_i1,TRINITY_DN60417_c0_g1_i1
TRINITY_DN6041_c0_g1_i10,TRINITY_DN6041_c0_g1_i10
TRINITY_DN60422_c0_g1_i4,TRINITY_DN60422_c0_g1_i4
TRINITY_DN6042_c0_g1_i31,TRINITY_DN6042_c0_g1_i31
TRINITY_DN6042_c1_g1_i24,TRINITY_DN6042_c1_g1_i24
TRINITY_DN60438_c0_g2_i1,TRINITY_DN60438_c0_g2_i1
TRINITY_DN6043_c0_g1_i62,TRINITY_DN6043_c0_g1_i62
TRINITY_DN60448_c0_g1_i1,TRINITY_DN60448_c0_g1_i1
TRINITY_DN60448_c2_g1_i20,TRINITY_DN60448_c2_g1_i20
TRINITY_DN6044_c0_g2_i2,TRINITY_DN6044_c0_g2_i2
TRINITY_DN60452_c0_g1_i1,TRINITY_DN60452_c0_g1_i1
TRINITY_DN60453_c0_g1_i5,TRINITY_DN60453_c0_g1_i5
TRINITY_DN60453_c1_g1_i8,TRINITY_DN60453_c1_g1_i8
TRINITY_DN6045_c0_g1_i12,TRINITY_DN6045_c0_g1_i12
TRINITY_DN6045_c0_g2_i1,TRINITY_DN6045_c0_g2_i1
TRINITY_DN60464_c0_g1_i2,TRINITY_DN60464_c0_g1_i2
TRINITY_DN60465_c0_g1_i3,TRINITY_DN60465_c0_g1_i3
TRINITY_DN6046_c0_g1_i4,TRINITY_DN6046_c0_g1_i4
TRINITY_DN60470_c0_g1_i1,TRINITY_DN60470_c0_g1_i1
TRINITY_DN60474_c0_g1_i3,TRINITY_DN60474_c0_g1_i3
TRINITY_DN6047_c0_g1_i2,TRINITY_DN6047_c0_g1_i2
TRINITY_DN6047_c0_g2_i16,TRINITY_DN6047_c0_g2_i16
TRINITY_DN60482_c1_g1_i1,TRINITY_DN60482_c1_g1_i1
TRINITY_DN60483_c0_g3_i1,TRINITY_DN60483_c0_g3_i1
TRINITY_DN60483_c2_g1_i1,TRINITY_DN60483_c2_g1_i1
TRINITY_DN60487_c0_g1_i1,TRINITY_DN60487_c0_g1_i1
TRINITY_DN6048_c0_g1_i4,TRINITY_DN6048_c0_g1_i4
TRINITY_DN60491_c0_g2_i2,TRINITY_DN60491_c0_g2_i2
TRINITY_DN60493_c1_g1_i1,TRINITY_DN60493_c1_g1_i1
TRINITY_DN60494_c0_g1_i1,TRINITY_DN60494_c0_g1_i1
TRINITY_DN60499_c0_g1_i1,TRINITY_DN60499_c0_g1_i1
TRINITY_DN6049_c0_g1_i3,TRINITY_DN6049_c0_g1_i3
TRINITY_DN60500_c0_g1_i4,TRINITY_DN60500_c0_g1_i4
TRINITY_DN60500_c0_g2_i1,TRINITY_DN60500_c0_g2_i1
TRINITY_DN60500_c0_g3_i3,TRINITY_DN60500_c0_g3_i3
TRINITY_DN6050_c0_g3_i1,TRINITY_DN6050_c0_g3_i1
TRINITY_DN6050_c0_g4_i1,TRINITY_DN6050_c0_g4_i1
TRINITY_DN6050_c0_g5_i1,TRINITY_DN6050_c0_g5_i1
TRINITY_DN60513_c0_g2_i1,TRINITY_DN60513_c0_g2_i1
TRINITY_DN60527_c0_g2_i2,TRINITY_DN60527_c0_g2_i2
TRINITY_DN6052_c0_g1_i12,TRINITY_DN6052_c0_g1_i12
TRINITY_DN60531_c0_g2_i4,TRINITY_DN60531_c0_g2_i4
TRINITY_DN60532_c0_g1_i1,TRINITY_DN60532_c0_g1_i1
TRINITY_DN60537_c0_g1_i1,TRINITY_DN60537_c0_g1_i1
TRINITY_DN60537_c0_g4_i2,TRINITY_DN60537_c0_g4_i2
TRINITY_DN6053_c0_g1_i2,TRINITY_DN6053_c0_g1_i2
TRINITY_DN60540_c0_g1_i2,TRINITY_DN60540_c0_g1_i2
TRINITY_DN60542_c0_g1_i1,TRINITY_DN60542_c0_g1_i1
TRINITY_DN60543_c0_g1_i2,TRINITY_DN60543_c0_g1_i2
TRINITY_DN60545_c0_g1_i3,TRINITY_DN60545_c0_g1_i3
TRINITY_DN60545_c0_g2_i7,TRINITY_DN60545_c0_g2_i7
TRINITY_DN60548_c0_g1_i3,TRINITY_DN60548_c0_g1_i3
TRINITY_DN60548_c0_g2_i4,TRINITY_DN60548_c0_g2_i4
TRINITY_DN6054_c0_g1_i2,TRINITY_DN6054_c0_g1_i2
TRINITY_DN6055_c0_g1_i14,TRINITY_DN6055_c0_g1_i14
TRINITY_DN6055_c0_g2_i4,TRINITY_DN6055_c0_g2_i4
TRINITY_DN60561_c0_g1_i2,TRINITY_DN60561_c0_g1_i2
TRINITY_DN60562_c0_g2_i3,TRINITY_DN60562_c0_g2_i3
TRINITY_DN60564_c0_g1_i2,TRINITY_DN60564_c0_g1_i2
TRINITY_DN60564_c0_g2_i2,TRINITY_DN60564_c0_g2_i2
TRINITY_DN6056_c0_g1_i12,TRINITY_DN6056_c0_g1_i12
TRINITY_DN6057_c0_g1_i8,TRINITY_DN6057_c0_g1_i8
TRINITY_DN6057_c0_g2_i1,TRINITY_DN6057_c0_g2_i1
TRINITY_DN60580_c0_g1_i2,TRINITY_DN60580_c0_g1_i2
TRINITY_DN60581_c0_g1_i1,TRINITY_DN60581_c0_g1_i1
TRINITY_DN60586_c0_g1_i4,TRINITY_DN60586_c0_g1_i4
TRINITY_DN60586_c0_g4_i1,TRINITY_DN60586_c0_g4_i1
TRINITY_DN6058_c0_g1_i2,TRINITY_DN6058_c0_g1_i2
TRINITY_DN60593_c0_g3_i2,TRINITY_DN60593_c0_g3_i2
TRINITY_DN60594_c0_g1_i1,TRINITY_DN60594_c0_g1_i1
TRINITY_DN605_c0_g1_i1,TRINITY_DN605_c0_g1_i1
TRINITY_DN60604_c0_g1_i2,TRINITY_DN60604_c0_g1_i2
TRINITY_DN60607_c0_g1_i1,TRINITY_DN60607_c0_g1_i1
TRINITY_DN60607_c1_g1_i1,TRINITY_DN60607_c1_g1_i1
TRINITY_DN60608_c0_g1_i1,TRINITY_DN60608_c0_g1_i1
TRINITY_DN60608_c2_g1_i1,TRINITY_DN60608_c2_g1_i1
TRINITY_DN6060_c0_g2_i11,TRINITY_DN6060_c0_g2_i11
TRINITY_DN60618_c0_g1_i1,TRINITY_DN60618_c0_g1_i1
TRINITY_DN6061_c1_g1_i1,TRINITY_DN6061_c1_g1_i1
TRINITY_DN6062_c0_g2_i2,TRINITY_DN6062_c0_g2_i2
TRINITY_DN60633_c1_g1_i1,TRINITY_DN60633_c1_g1_i1
TRINITY_DN6063_c0_g1_i4,TRINITY_DN6063_c0_g1_i4
TRINITY_DN60640_c0_g1_i1,TRINITY_DN60640_c0_g1_i1
TRINITY_DN60640_c0_g3_i1,TRINITY_DN60640_c0_g3_i1
TRINITY_DN60640_c0_g5_i1,TRINITY_DN60640_c0_g5_i1
TRINITY_DN60642_c0_g1_i1,TRINITY_DN60642_c0_g1_i1
TRINITY_DN6066_c0_g1_i1,TRINITY_DN6066_c0_g1_i1
TRINITY_DN60670_c1_g1_i1,TRINITY_DN60670_c1_g1_i1
TRINITY_DN60673_c0_g2_i1,TRINITY_DN60673_c0_g2_i1
TRINITY_DN60677_c0_g1_i1,TRINITY_DN60677_c0_g1_i1
TRINITY_DN60678_c0_g1_i7,TRINITY_DN60678_c0_g1_i7
TRINITY_DN60679_c0_g2_i3,TRINITY_DN60679_c0_g2_i3
TRINITY_DN6067_c0_g1_i1,TRINITY_DN6067_c0_g1_i1
TRINITY_DN60680_c0_g1_i1,TRINITY_DN60680_c0_g1_i1
TRINITY_DN60681_c0_g1_i3,TRINITY_DN60681_c0_g1_i3
TRINITY_DN60685_c0_g2_i1,TRINITY_DN60685_c0_g2_i1
TRINITY_DN60686_c0_g1_i12,TRINITY_DN60686_c0_g1_i12
TRINITY_DN60686_c0_g2_i7,TRINITY_DN60686_c0_g2_i7
TRINITY_DN60688_c0_g1_i1,TRINITY_DN60688_c0_g1_i1
TRINITY_DN6068_c0_g1_i1,TRINITY_DN6068_c0_g1_i1
TRINITY_DN60692_c0_g1_i1,TRINITY_DN60692_c0_g1_i1
TRINITY_DN60693_c0_g1_i5,TRINITY_DN60693_c0_g1_i5
TRINITY_DN60695_c0_g1_i1,TRINITY_DN60695_c0_g1_i1
TRINITY_DN60696_c0_g1_i1,TRINITY_DN60696_c0_g1_i1
TRINITY_DN60696_c0_g2_i2,TRINITY_DN60696_c0_g2_i2
TRINITY_DN606_c0_g1_i4,TRINITY_DN606_c0_g1_i4
TRINITY_DN60700_c0_g2_i1,TRINITY_DN60700_c0_g2_i1
TRINITY_DN60700_c0_g5_i1,TRINITY_DN60700_c0_g5_i1
TRINITY_DN60700_c0_g7_i1,TRINITY_DN60700_c0_g7_i1
TRINITY_DN60701_c0_g1_i1,TRINITY_DN60701_c0_g1_i1
TRINITY_DN60701_c0_g5_i1,TRINITY_DN60701_c0_g5_i1
TRINITY_DN60702_c0_g1_i5,TRINITY_DN60702_c0_g1_i5
TRINITY_DN60702_c0_g2_i1,TRINITY_DN60702_c0_g2_i1
TRINITY_DN60703_c0_g2_i3,TRINITY_DN60703_c0_g2_i3
TRINITY_DN60705_c0_g1_i3,TRINITY_DN60705_c0_g1_i3
TRINITY_DN60706_c0_g1_i1,TRINITY_DN60706_c0_g1_i1
TRINITY_DN60706_c1_g1_i3,TRINITY_DN60706_c1_g1_i3
TRINITY_DN60706_c1_g2_i7,TRINITY_DN60706_c1_g2_i7
TRINITY_DN60706_c1_g3_i1,TRINITY_DN60706_c1_g3_i1
TRINITY_DN60707_c0_g1_i2,TRINITY_DN60707_c0_g1_i2
TRINITY_DN60707_c0_g2_i1,TRINITY_DN60707_c0_g2_i1
TRINITY_DN60709_c0_g1_i1,TRINITY_DN60709_c0_g1_i1
TRINITY_DN6070_c0_g1_i48,TRINITY_DN6070_c0_g1_i48
TRINITY_DN60712_c0_g1_i1,TRINITY_DN60712_c0_g1_i1
TRINITY_DN60717_c0_g2_i2,TRINITY_DN60717_c0_g2_i2
TRINITY_DN60718_c0_g2_i2,TRINITY_DN60718_c0_g2_i2
TRINITY_DN60719_c0_g1_i2,TRINITY_DN60719_c0_g1_i2
TRINITY_DN60720_c0_g1_i3,TRINITY_DN60720_c0_g1_i3
TRINITY_DN60724_c0_g1_i1,TRINITY_DN60724_c0_g1_i1
TRINITY_DN60725_c0_g2_i1,TRINITY_DN60725_c0_g2_i1
TRINITY_DN60725_c1_g1_i2,TRINITY_DN60725_c1_g1_i2
TRINITY_DN60729_c0_g1_i1,TRINITY_DN60729_c0_g1_i1
TRINITY_DN60730_c0_g1_i2,TRINITY_DN60730_c0_g1_i2
TRINITY_DN60733_c1_g1_i2,TRINITY_DN60733_c1_g1_i2
TRINITY_DN60734_c0_g1_i1,TRINITY_DN60734_c0_g1_i1
TRINITY_DN60735_c0_g1_i1,TRINITY_DN60735_c0_g1_i1
TRINITY_DN60738_c0_g1_i2,TRINITY_DN60738_c0_g1_i2
TRINITY_DN60739_c0_g2_i1,TRINITY_DN60739_c0_g2_i1
TRINITY_DN6073_c0_g1_i5,TRINITY_DN6073_c0_g1_i5
TRINITY_DN6073_c0_g2_i1,TRINITY_DN6073_c0_g2_i1
TRINITY_DN60745_c0_g2_i4,TRINITY_DN60745_c0_g2_i4
TRINITY_DN60746_c0_g2_i1,TRINITY_DN60746_c0_g2_i1
TRINITY_DN60750_c0_g1_i2,TRINITY_DN60750_c0_g1_i2
TRINITY_DN60750_c0_g2_i1,TRINITY_DN60750_c0_g2_i1
TRINITY_DN60752_c0_g1_i2,TRINITY_DN60752_c0_g1_i2
TRINITY_DN60753_c0_g2_i1,TRINITY_DN60753_c0_g2_i1
TRINITY_DN60754_c0_g1_i1,TRINITY_DN60754_c0_g1_i1
TRINITY_DN60754_c0_g2_i4,TRINITY_DN60754_c0_g2_i4
TRINITY_DN60755_c0_g1_i1,TRINITY_DN60755_c0_g1_i1
TRINITY_DN60757_c0_g2_i1,TRINITY_DN60757_c0_g2_i1
TRINITY_DN60758_c0_g1_i2,TRINITY_DN60758_c0_g1_i2
TRINITY_DN60759_c0_g2_i2,TRINITY_DN60759_c0_g2_i2
TRINITY_DN60761_c0_g1_i7,TRINITY_DN60761_c0_g1_i7
TRINITY_DN60762_c0_g1_i3,TRINITY_DN60762_c0_g1_i3
TRINITY_DN60762_c0_g2_i2,TRINITY_DN60762_c0_g2_i2
TRINITY_DN60762_c0_g3_i1,TRINITY_DN60762_c0_g3_i1
TRINITY_DN60764_c0_g1_i1,TRINITY_DN60764_c0_g1_i1
TRINITY_DN60764_c0_g2_i4,TRINITY_DN60764_c0_g2_i4
TRINITY_DN60767_c0_g2_i1,TRINITY_DN60767_c0_g2_i1
TRINITY_DN6076_c0_g1_i5,TRINITY_DN6076_c0_g1_i5
TRINITY_DN60770_c0_g1_i2,TRINITY_DN60770_c0_g1_i2
TRINITY_DN60771_c0_g1_i1,TRINITY_DN60771_c0_g1_i1
TRINITY_DN60772_c0_g2_i1,TRINITY_DN60772_c0_g2_i1
TRINITY_DN60773_c0_g1_i2,TRINITY_DN60773_c0_g1_i2
TRINITY_DN60779_c0_g1_i6,TRINITY_DN60779_c0_g1_i6
TRINITY_DN60780_c0_g1_i1,TRINITY_DN60780_c0_g1_i1
TRINITY_DN60781_c0_g1_i5,TRINITY_DN60781_c0_g1_i5
TRINITY_DN60783_c0_g1_i1,TRINITY_DN60783_c0_g1_i1
TRINITY_DN60784_c0_g1_i1,TRINITY_DN60784_c0_g1_i1
TRINITY_DN60788_c0_g1_i10,TRINITY_DN60788_c0_g1_i10
TRINITY_DN60789_c0_g1_i4,TRINITY_DN60789_c0_g1_i4
TRINITY_DN60789_c1_g2_i1,TRINITY_DN60789_c1_g2_i1
TRINITY_DN6078_c0_g1_i1,TRINITY_DN6078_c0_g1_i1
TRINITY_DN6078_c0_g2_i4,TRINITY_DN6078_c0_g2_i4
TRINITY_DN6078_c0_g5_i1,TRINITY_DN6078_c0_g5_i1
TRINITY_DN60790_c0_g1_i4,TRINITY_DN60790_c0_g1_i4
TRINITY_DN60793_c1_g1_i1,TRINITY_DN60793_c1_g1_i1
TRINITY_DN60793_c2_g1_i1,TRINITY_DN60793_c2_g1_i1
TRINITY_DN60793_c4_g1_i6,TRINITY_DN60793_c4_g1_i6
TRINITY_DN60797_c0_g1_i1,TRINITY_DN60797_c0_g1_i1
TRINITY_DN60799_c0_g1_i3,TRINITY_DN60799_c0_g1_i3
TRINITY_DN60800_c0_g1_i3,TRINITY_DN60800_c0_g1_i3
TRINITY_DN60800_c0_g2_i9,TRINITY_DN60800_c0_g2_i9
TRINITY_DN60802_c0_g1_i3,TRINITY_DN60802_c0_g1_i3
TRINITY_DN60803_c0_g2_i2,TRINITY_DN60803_c0_g2_i2
TRINITY_DN6080_c0_g1_i1,TRINITY_DN6080_c0_g1_i1
TRINITY_DN60810_c0_g1_i1,TRINITY_DN60810_c0_g1_i1
TRINITY_DN60812_c0_g1_i3,TRINITY_DN60812_c0_g1_i3
TRINITY_DN60813_c0_g1_i1,TRINITY_DN60813_c0_g1_i1
TRINITY_DN60815_c0_g2_i6,TRINITY_DN60815_c0_g2_i6
TRINITY_DN60817_c0_g1_i2,TRINITY_DN60817_c0_g1_i2
TRINITY_DN60818_c0_g1_i2,TRINITY_DN60818_c0_g1_i2
TRINITY_DN60819_c0_g1_i8,TRINITY_DN60819_c0_g1_i8
TRINITY_DN60819_c0_g2_i1,TRINITY_DN60819_c0_g2_i1
TRINITY_DN60819_c0_g3_i5,TRINITY_DN60819_c0_g3_i5
TRINITY_DN60819_c0_g4_i1,TRINITY_DN60819_c0_g4_i1
TRINITY_DN60823_c0_g1_i1,TRINITY_DN60823_c0_g1_i1
TRINITY_DN60824_c0_g1_i1,TRINITY_DN60824_c0_g1_i1
TRINITY_DN60827_c0_g2_i1,TRINITY_DN60827_c0_g2_i1
TRINITY_DN60828_c0_g1_i1,TRINITY_DN60828_c0_g1_i1
TRINITY_DN60829_c0_g2_i1,TRINITY_DN60829_c0_g2_i1
TRINITY_DN6082_c0_g1_i1,TRINITY_DN6082_c0_g1_i1
TRINITY_DN60833_c0_g1_i1,TRINITY_DN60833_c0_g1_i1
TRINITY_DN60835_c0_g1_i2,TRINITY_DN60835_c0_g1_i2
TRINITY_DN60836_c0_g1_i1,TRINITY_DN60836_c0_g1_i1
TRINITY_DN60836_c1_g1_i1,TRINITY_DN60836_c1_g1_i1
TRINITY_DN60839_c0_g2_i2,TRINITY_DN60839_c0_g2_i2
TRINITY_DN60839_c1_g1_i1,TRINITY_DN60839_c1_g1_i1
TRINITY_DN6083_c0_g1_i5,TRINITY_DN6083_c0_g1_i5
TRINITY_DN6083_c0_g2_i1,TRINITY_DN6083_c0_g2_i1
TRINITY_DN60844_c0_g1_i4,TRINITY_DN60844_c0_g1_i4
TRINITY_DN60844_c0_g2_i5,TRINITY_DN60844_c0_g2_i5
TRINITY_DN60847_c0_g1_i1,TRINITY_DN60847_c0_g1_i1
TRINITY_DN60848_c0_g2_i2,TRINITY_DN60848_c0_g2_i2
TRINITY_DN60853_c1_g1_i1,TRINITY_DN60853_c1_g1_i1
TRINITY_DN60856_c0_g2_i1,TRINITY_DN60856_c0_g2_i1
TRINITY_DN60856_c0_g3_i1,TRINITY_DN60856_c0_g3_i1
TRINITY_DN60856_c1_g2_i9,TRINITY_DN60856_c1_g2_i9
TRINITY_DN60858_c0_g1_i1,TRINITY_DN60858_c0_g1_i1
TRINITY_DN60861_c0_g1_i1,TRINITY_DN60861_c0_g1_i1
TRINITY_DN60863_c0_g1_i2,TRINITY_DN60863_c0_g1_i2
TRINITY_DN60866_c0_g1_i8,TRINITY_DN60866_c0_g1_i8
TRINITY_DN60866_c1_g1_i1,TRINITY_DN60866_c1_g1_i1
TRINITY_DN60866_c2_g1_i1,TRINITY_DN60866_c2_g1_i1
TRINITY_DN60867_c0_g1_i1,TRINITY_DN60867_c0_g1_i1
TRINITY_DN60868_c0_g1_i3,TRINITY_DN60868_c0_g1_i3
TRINITY_DN60869_c0_g1_i1,TRINITY_DN60869_c0_g1_i1
TRINITY_DN6086_c0_g1_i1,TRINITY_DN6086_c0_g1_i1
TRINITY_DN60870_c0_g1_i5,TRINITY_DN60870_c0_g1_i5
TRINITY_DN60871_c0_g1_i1,TRINITY_DN60871_c0_g1_i1
TRINITY_DN60871_c0_g2_i5,TRINITY_DN60871_c0_g2_i5
TRINITY_DN60872_c0_g2_i1,TRINITY_DN60872_c0_g2_i1
TRINITY_DN60875_c0_g2_i3,TRINITY_DN60875_c0_g2_i3
TRINITY_DN60876_c0_g1_i1,TRINITY_DN60876_c0_g1_i1
TRINITY_DN60876_c1_g1_i9,TRINITY_DN60876_c1_g1_i9
TRINITY_DN60877_c0_g1_i1,TRINITY_DN60877_c0_g1_i1
TRINITY_DN60878_c0_g1_i1,TRINITY_DN60878_c0_g1_i1
TRINITY_DN6087_c0_g1_i6,TRINITY_DN6087_c0_g1_i6
TRINITY_DN6087_c0_g2_i1,TRINITY_DN6087_c0_g2_i1
TRINITY_DN6087_c0_g6_i1,TRINITY_DN6087_c0_g6_i1
TRINITY_DN60884_c1_g1_i1,TRINITY_DN60884_c1_g1_i1
TRINITY_DN60886_c0_g1_i2,TRINITY_DN60886_c0_g1_i2
TRINITY_DN60886_c0_g2_i2,TRINITY_DN60886_c0_g2_i2
TRINITY_DN60887_c2_g1_i1,TRINITY_DN60887_c2_g1_i1
TRINITY_DN60889_c0_g1_i1,TRINITY_DN60889_c0_g1_i1
TRINITY_DN60891_c0_g2_i2,TRINITY_DN60891_c0_g2_i2
TRINITY_DN60895_c0_g1_i1,TRINITY_DN60895_c0_g1_i1
TRINITY_DN60896_c0_g1_i1,TRINITY_DN60896_c0_g1_i1
TRINITY_DN60897_c0_g1_i2,TRINITY_DN60897_c0_g1_i2
TRINITY_DN60899_c0_g1_i1,TRINITY_DN60899_c0_g1_i1
TRINITY_DN608_c0_g2_i1,TRINITY_DN608_c0_g2_i1
TRINITY_DN60900_c0_g1_i1,TRINITY_DN60900_c0_g1_i1
TRINITY_DN60902_c0_g1_i2,TRINITY_DN60902_c0_g1_i2
TRINITY_DN60903_c0_g1_i2,TRINITY_DN60903_c0_g1_i2
TRINITY_DN60904_c0_g1_i1,TRINITY_DN60904_c0_g1_i1
TRINITY_DN60905_c0_g1_i1,TRINITY_DN60905_c0_g1_i1
TRINITY_DN60909_c0_g2_i2,TRINITY_DN60909_c0_g2_i2
TRINITY_DN60910_c0_g1_i1,TRINITY_DN60910_c0_g1_i1
TRINITY_DN60913_c0_g1_i1,TRINITY_DN60913_c0_g1_i1
TRINITY_DN60913_c0_g2_i3,TRINITY_DN60913_c0_g2_i3
TRINITY_DN60914_c0_g3_i1,TRINITY_DN60914_c0_g3_i1
TRINITY_DN60915_c0_g2_i1,TRINITY_DN60915_c0_g2_i1
TRINITY_DN60916_c0_g1_i2,TRINITY_DN60916_c0_g1_i2
TRINITY_DN60917_c0_g1_i2,TRINITY_DN60917_c0_g1_i2
TRINITY_DN6091_c0_g1_i1,TRINITY_DN6091_c0_g1_i1
TRINITY_DN6091_c1_g2_i2,TRINITY_DN6091_c1_g2_i2
TRINITY_DN60921_c0_g1_i1,TRINITY_DN60921_c0_g1_i1
TRINITY_DN60922_c0_g1_i1,TRINITY_DN60922_c0_g1_i1
TRINITY_DN60923_c0_g1_i3,TRINITY_DN60923_c0_g1_i3
TRINITY_DN60923_c0_g2_i2,TRINITY_DN60923_c0_g2_i2
TRINITY_DN60925_c0_g1_i2,TRINITY_DN60925_c0_g1_i2
TRINITY_DN60926_c0_g2_i1,TRINITY_DN60926_c0_g2_i1
TRINITY_DN60929_c0_g1_i3,TRINITY_DN60929_c0_g1_i3
TRINITY_DN60934_c0_g1_i13,TRINITY_DN60934_c0_g1_i13
TRINITY_DN60936_c0_g1_i3,TRINITY_DN60936_c0_g1_i3
TRINITY_DN6093_c0_g1_i12,TRINITY_DN6093_c0_g1_i12
TRINITY_DN6093_c0_g2_i2,TRINITY_DN6093_c0_g2_i2
TRINITY_DN60943_c0_g1_i5,TRINITY_DN60943_c0_g1_i5
TRINITY_DN60944_c0_g2_i1,TRINITY_DN60944_c0_g2_i1
TRINITY_DN60945_c0_g1_i1,TRINITY_DN60945_c0_g1_i1
TRINITY_DN60945_c1_g1_i1,TRINITY_DN60945_c1_g1_i1
TRINITY_DN60947_c0_g2_i1,TRINITY_DN60947_c0_g2_i1
TRINITY_DN60949_c0_g1_i3,TRINITY_DN60949_c0_g1_i3
TRINITY_DN6094_c0_g1_i6,TRINITY_DN6094_c0_g1_i6
TRINITY_DN6094_c1_g3_i1,TRINITY_DN6094_c1_g3_i1
TRINITY_DN60950_c0_g1_i2,TRINITY_DN60950_c0_g1_i2
TRINITY_DN60952_c0_g1_i2,TRINITY_DN60952_c0_g1_i2
TRINITY_DN60953_c0_g1_i6,TRINITY_DN60953_c0_g1_i6
TRINITY_DN60955_c0_g1_i1,TRINITY_DN60955_c0_g1_i1
TRINITY_DN60957_c0_g2_i3,TRINITY_DN60957_c0_g2_i3
TRINITY_DN60958_c0_g2_i2,TRINITY_DN60958_c0_g2_i2
TRINITY_DN6095_c0_g1_i5,TRINITY_DN6095_c0_g1_i5
TRINITY_DN60961_c0_g1_i1,TRINITY_DN60961_c0_g1_i1
TRINITY_DN60962_c0_g1_i2,TRINITY_DN60962_c0_g1_i2
TRINITY_DN60965_c0_g1_i2,TRINITY_DN60965_c0_g1_i2
TRINITY_DN60967_c0_g1_i2,TRINITY_DN60967_c0_g1_i2
TRINITY_DN60968_c0_g2_i2,TRINITY_DN60968_c0_g2_i2
TRINITY_DN60969_c0_g1_i2,TRINITY_DN60969_c0_g1_i2
TRINITY_DN6096_c0_g1_i3,TRINITY_DN6096_c0_g1_i3
TRINITY_DN60974_c0_g2_i2,TRINITY_DN60974_c0_g2_i2
TRINITY_DN60975_c0_g2_i1,TRINITY_DN60975_c0_g2_i1
TRINITY_DN60979_c0_g1_i2,TRINITY_DN60979_c0_g1_i2
TRINITY_DN6097_c0_g2_i1,TRINITY_DN6097_c0_g2_i1
TRINITY_DN60982_c0_g2_i2,TRINITY_DN60982_c0_g2_i2
TRINITY_DN60982_c1_g1_i2,TRINITY_DN60982_c1_g1_i2
TRINITY_DN60985_c0_g1_i1,TRINITY_DN60985_c0_g1_i1
TRINITY_DN60986_c0_g1_i6,TRINITY_DN60986_c0_g1_i6
TRINITY_DN60986_c0_g2_i1,TRINITY_DN60986_c0_g2_i1
TRINITY_DN60987_c0_g1_i4,TRINITY_DN60987_c0_g1_i4
TRINITY_DN60987_c0_g2_i1,TRINITY_DN60987_c0_g2_i1
TRINITY_DN60989_c0_g1_i1,TRINITY_DN60989_c0_g1_i1
TRINITY_DN6098_c0_g1_i3,TRINITY_DN6098_c0_g1_i3
TRINITY_DN60990_c0_g2_i4,TRINITY_DN60990_c0_g2_i4
TRINITY_DN60992_c0_g1_i1,TRINITY_DN60992_c0_g1_i1
TRINITY_DN60993_c0_g1_i1,TRINITY_DN60993_c0_g1_i1
TRINITY_DN60993_c0_g2_i4,TRINITY_DN60993_c0_g2_i4
TRINITY_DN60994_c0_g1_i1,TRINITY_DN60994_c0_g1_i1
TRINITY_DN6099_c0_g2_i6,TRINITY_DN6099_c0_g2_i6
TRINITY_DN61002_c0_g1_i5,TRINITY_DN61002_c0_g1_i5
TRINITY_DN61002_c0_g2_i1,TRINITY_DN61002_c0_g2_i1
TRINITY_DN61003_c0_g1_i3,TRINITY_DN61003_c0_g1_i3
TRINITY_DN61006_c0_g2_i1,TRINITY_DN61006_c0_g2_i1
TRINITY_DN61009_c0_g2_i1,TRINITY_DN61009_c0_g2_i1
TRINITY_DN61010_c0_g1_i1,TRINITY_DN61010_c0_g1_i1
TRINITY_DN61011_c0_g1_i1,TRINITY_DN61011_c0_g1_i1
TRINITY_DN61015_c0_g1_i8,TRINITY_DN61015_c0_g1_i8
TRINITY_DN61017_c0_g1_i1,TRINITY_DN61017_c0_g1_i1
TRINITY_DN61019_c0_g2_i2,TRINITY_DN61019_c0_g2_i2
TRINITY_DN6101_c0_g2_i1,TRINITY_DN6101_c0_g2_i1
TRINITY_DN61020_c0_g1_i1,TRINITY_DN61020_c0_g1_i1
TRINITY_DN61021_c0_g1_i4,TRINITY_DN61021_c0_g1_i4
TRINITY_DN61023_c0_g1_i1,TRINITY_DN61023_c0_g1_i1
TRINITY_DN61027_c1_g1_i1,TRINITY_DN61027_c1_g1_i1
TRINITY_DN6102_c0_g1_i16,TRINITY_DN6102_c0_g1_i16
TRINITY_DN6102_c0_g2_i7,TRINITY_DN6102_c0_g2_i7
TRINITY_DN61030_c0_g1_i1,TRINITY_DN61030_c0_g1_i1
TRINITY_DN61031_c0_g1_i1,TRINITY_DN61031_c0_g1_i1
TRINITY_DN61031_c0_g2_i1,TRINITY_DN61031_c0_g2_i1
