Transcript,Transcript
TRINITY_DN11246_c0_g1_i6,TRINITY_DN11246_c0_g1_i6
TRINITY_DN112477_c0_g1_i1,TRINITY_DN112477_c0_g1_i1
TRINITY_DN11247_c0_g1_i3,TRINITY_DN11247_c0_g1_i3
TRINITY_DN112482_c0_g1_i1,TRINITY_DN112482_c0_g1_i1
TRINITY_DN11248_c0_g1_i1,TRINITY_DN11248_c0_g1_i1
TRINITY_DN112490_c0_g1_i1,TRINITY_DN112490_c0_g1_i1
TRINITY_DN112491_c0_g2_i1,TRINITY_DN112491_c0_g2_i1
TRINITY_DN112492_c0_g1_i3,TRINITY_DN112492_c0_g1_i3
TRINITY_DN112492_c1_g1_i1,TRINITY_DN112492_c1_g1_i1
TRINITY_DN112493_c0_g1_i3,TRINITY_DN112493_c0_g1_i3
TRINITY_DN112497_c0_g1_i3,TRINITY_DN112497_c0_g1_i3
TRINITY_DN11249_c0_g1_i18,TRINITY_DN11249_c0_g1_i18
TRINITY_DN11249_c2_g1_i3,TRINITY_DN11249_c2_g1_i3
TRINITY_DN112500_c0_g1_i2,TRINITY_DN112500_c0_g1_i2
TRINITY_DN112505_c0_g1_i1,TRINITY_DN112505_c0_g1_i1
TRINITY_DN112505_c0_g2_i1,TRINITY_DN112505_c0_g2_i1
TRINITY_DN112508_c0_g1_i1,TRINITY_DN112508_c0_g1_i1
TRINITY_DN112515_c0_g1_i4,TRINITY_DN112515_c0_g1_i4
TRINITY_DN112516_c0_g1_i3,TRINITY_DN112516_c0_g1_i3
TRINITY_DN112518_c0_g2_i1,TRINITY_DN112518_c0_g2_i1
TRINITY_DN112520_c0_g1_i1,TRINITY_DN112520_c0_g1_i1
TRINITY_DN112522_c0_g1_i1,TRINITY_DN112522_c0_g1_i1
TRINITY_DN112526_c0_g1_i1,TRINITY_DN112526_c0_g1_i1
TRINITY_DN11252_c0_g1_i1,TRINITY_DN11252_c0_g1_i1
TRINITY_DN112530_c0_g1_i3,TRINITY_DN112530_c0_g1_i3
TRINITY_DN112531_c0_g1_i2,TRINITY_DN112531_c0_g1_i2
TRINITY_DN112546_c0_g1_i1,TRINITY_DN112546_c0_g1_i1
TRINITY_DN112547_c0_g2_i1,TRINITY_DN112547_c0_g2_i1
TRINITY_DN112549_c0_g1_i2,TRINITY_DN112549_c0_g1_i2
TRINITY_DN11254_c0_g1_i1,TRINITY_DN11254_c0_g1_i1
TRINITY_DN112550_c0_g1_i1,TRINITY_DN112550_c0_g1_i1
TRINITY_DN112554_c0_g1_i1,TRINITY_DN112554_c0_g1_i1
TRINITY_DN112555_c0_g1_i1,TRINITY_DN112555_c0_g1_i1
TRINITY_DN112558_c0_g1_i3,TRINITY_DN112558_c0_g1_i3
TRINITY_DN112558_c1_g2_i1,TRINITY_DN112558_c1_g2_i1
TRINITY_DN112559_c0_g1_i1,TRINITY_DN112559_c0_g1_i1
TRINITY_DN11255_c0_g1_i2,TRINITY_DN11255_c0_g1_i2
TRINITY_DN112560_c0_g1_i1,TRINITY_DN112560_c0_g1_i1
TRINITY_DN112561_c0_g1_i1,TRINITY_DN112561_c0_g1_i1
TRINITY_DN112562_c0_g1_i1,TRINITY_DN112562_c0_g1_i1
TRINITY_DN112566_c0_g1_i3,TRINITY_DN112566_c0_g1_i3
TRINITY_DN112568_c0_g1_i1,TRINITY_DN112568_c0_g1_i1
TRINITY_DN11256_c0_g1_i14,TRINITY_DN11256_c0_g1_i14
TRINITY_DN112570_c0_g1_i2,TRINITY_DN112570_c0_g1_i2
TRINITY_DN112570_c0_g2_i1,TRINITY_DN112570_c0_g2_i1
TRINITY_DN112570_c1_g1_i1,TRINITY_DN112570_c1_g1_i1
TRINITY_DN11257_c0_g1_i7,TRINITY_DN11257_c0_g1_i7
TRINITY_DN112580_c0_g1_i1,TRINITY_DN112580_c0_g1_i1
TRINITY_DN112580_c0_g2_i1,TRINITY_DN112580_c0_g2_i1
TRINITY_DN112581_c1_g1_i1,TRINITY_DN112581_c1_g1_i1
TRINITY_DN112583_c0_g3_i1,TRINITY_DN112583_c0_g3_i1
TRINITY_DN112583_c0_g4_i1,TRINITY_DN112583_c0_g4_i1
TRINITY_DN112586_c0_g1_i1,TRINITY_DN112586_c0_g1_i1
TRINITY_DN112586_c0_g2_i1,TRINITY_DN112586_c0_g2_i1
TRINITY_DN11258_c0_g1_i7,TRINITY_DN11258_c0_g1_i7
TRINITY_DN112592_c0_g1_i1,TRINITY_DN112592_c0_g1_i1
TRINITY_DN112593_c0_g2_i1,TRINITY_DN112593_c0_g2_i1
TRINITY_DN112598_c0_g1_i1,TRINITY_DN112598_c0_g1_i1
TRINITY_DN112599_c0_g1_i1,TRINITY_DN112599_c0_g1_i1
TRINITY_DN11259_c0_g1_i2,TRINITY_DN11259_c0_g1_i2
TRINITY_DN11259_c0_g2_i4,TRINITY_DN11259_c0_g2_i4
TRINITY_DN112601_c0_g2_i2,TRINITY_DN112601_c0_g2_i2
TRINITY_DN112607_c0_g1_i3,TRINITY_DN112607_c0_g1_i3
TRINITY_DN112608_c0_g1_i2,TRINITY_DN112608_c0_g1_i2
TRINITY_DN11260_c0_g1_i1,TRINITY_DN11260_c0_g1_i1
TRINITY_DN112610_c0_g1_i2,TRINITY_DN112610_c0_g1_i2
TRINITY_DN112614_c0_g1_i1,TRINITY_DN112614_c0_g1_i1
TRINITY_DN112616_c0_g2_i1,TRINITY_DN112616_c0_g2_i1
TRINITY_DN112617_c0_g1_i1,TRINITY_DN112617_c0_g1_i1
TRINITY_DN112618_c0_g1_i3,TRINITY_DN112618_c0_g1_i3
TRINITY_DN11261_c0_g1_i2,TRINITY_DN11261_c0_g1_i2
TRINITY_DN112622_c0_g2_i1,TRINITY_DN112622_c0_g2_i1
TRINITY_DN112624_c0_g1_i1,TRINITY_DN112624_c0_g1_i1
TRINITY_DN112625_c0_g1_i1,TRINITY_DN112625_c0_g1_i1
TRINITY_DN112628_c0_g1_i1,TRINITY_DN112628_c0_g1_i1
TRINITY_DN112631_c0_g1_i1,TRINITY_DN112631_c0_g1_i1
TRINITY_DN112639_c0_g1_i1,TRINITY_DN112639_c0_g1_i1
TRINITY_DN112645_c0_g1_i2,TRINITY_DN112645_c0_g1_i2
TRINITY_DN112645_c4_g1_i1,TRINITY_DN112645_c4_g1_i1
TRINITY_DN11264_c0_g1_i5,TRINITY_DN11264_c0_g1_i5
TRINITY_DN112655_c0_g1_i2,TRINITY_DN112655_c0_g1_i2
TRINITY_DN11265_c0_g2_i3,TRINITY_DN11265_c0_g2_i3
TRINITY_DN112663_c0_g2_i2,TRINITY_DN112663_c0_g2_i2
TRINITY_DN112668_c0_g2_i3,TRINITY_DN112668_c0_g2_i3
TRINITY_DN112672_c0_g1_i1,TRINITY_DN112672_c0_g1_i1
TRINITY_DN112675_c0_g1_i2,TRINITY_DN112675_c0_g1_i2
TRINITY_DN11267_c0_g1_i1,TRINITY_DN11267_c0_g1_i1
TRINITY_DN112686_c0_g1_i1,TRINITY_DN112686_c0_g1_i1
TRINITY_DN11268_c0_g1_i11,TRINITY_DN11268_c0_g1_i11
TRINITY_DN112692_c0_g1_i4,TRINITY_DN112692_c0_g1_i4
TRINITY_DN112693_c0_g1_i1,TRINITY_DN112693_c0_g1_i1
TRINITY_DN112695_c0_g1_i2,TRINITY_DN112695_c0_g1_i2
TRINITY_DN112695_c0_g2_i3,TRINITY_DN112695_c0_g2_i3
TRINITY_DN112697_c0_g1_i1,TRINITY_DN112697_c0_g1_i1
TRINITY_DN11269_c0_g2_i1,TRINITY_DN11269_c0_g2_i1
TRINITY_DN11269_c1_g1_i1,TRINITY_DN11269_c1_g1_i1
TRINITY_DN11269_c1_g3_i1,TRINITY_DN11269_c1_g3_i1
TRINITY_DN11269_c1_g4_i1,TRINITY_DN11269_c1_g4_i1
TRINITY_DN11269_c2_g1_i1,TRINITY_DN11269_c2_g1_i1
TRINITY_DN1126_c0_g1_i2,TRINITY_DN1126_c0_g1_i2
TRINITY_DN1126_c0_g5_i1,TRINITY_DN1126_c0_g5_i1
TRINITY_DN112700_c0_g2_i1,TRINITY_DN112700_c0_g2_i1
TRINITY_DN112704_c0_g1_i1,TRINITY_DN112704_c0_g1_i1
TRINITY_DN112713_c0_g1_i1,TRINITY_DN112713_c0_g1_i1
TRINITY_DN112720_c0_g1_i3,TRINITY_DN112720_c0_g1_i3
TRINITY_DN112723_c0_g1_i3,TRINITY_DN112723_c0_g1_i3
TRINITY_DN112723_c1_g1_i2,TRINITY_DN112723_c1_g1_i2
TRINITY_DN112728_c0_g1_i1,TRINITY_DN112728_c0_g1_i1
TRINITY_DN112729_c0_g1_i2,TRINITY_DN112729_c0_g1_i2
TRINITY_DN112734_c0_g1_i1,TRINITY_DN112734_c0_g1_i1
TRINITY_DN112734_c1_g1_i1,TRINITY_DN112734_c1_g1_i1
TRINITY_DN112746_c0_g1_i1,TRINITY_DN112746_c0_g1_i1
TRINITY_DN112748_c0_g1_i2,TRINITY_DN112748_c0_g1_i2
TRINITY_DN11274_c0_g2_i1,TRINITY_DN11274_c0_g2_i1
TRINITY_DN112751_c0_g1_i1,TRINITY_DN112751_c0_g1_i1
TRINITY_DN112752_c0_g2_i1,TRINITY_DN112752_c0_g2_i1
TRINITY_DN112758_c0_g1_i1,TRINITY_DN112758_c0_g1_i1
TRINITY_DN112759_c0_g1_i1,TRINITY_DN112759_c0_g1_i1
TRINITY_DN112761_c0_g1_i1,TRINITY_DN112761_c0_g1_i1
TRINITY_DN112762_c0_g1_i1,TRINITY_DN112762_c0_g1_i1
TRINITY_DN112765_c0_g2_i1,TRINITY_DN112765_c0_g2_i1
TRINITY_DN112766_c0_g1_i1,TRINITY_DN112766_c0_g1_i1
TRINITY_DN112769_c0_g1_i1,TRINITY_DN112769_c0_g1_i1
TRINITY_DN11276_c0_g1_i2,TRINITY_DN11276_c0_g1_i2
TRINITY_DN11276_c0_g2_i1,TRINITY_DN11276_c0_g2_i1
TRINITY_DN112770_c0_g1_i1,TRINITY_DN112770_c0_g1_i1
TRINITY_DN112773_c0_g1_i1,TRINITY_DN112773_c0_g1_i1
TRINITY_DN112778_c0_g1_i3,TRINITY_DN112778_c0_g1_i3
TRINITY_DN112778_c0_g2_i2,TRINITY_DN112778_c0_g2_i2
TRINITY_DN112779_c0_g2_i1,TRINITY_DN112779_c0_g2_i1
TRINITY_DN112780_c0_g1_i1,TRINITY_DN112780_c0_g1_i1
TRINITY_DN112780_c0_g2_i2,TRINITY_DN112780_c0_g2_i2
TRINITY_DN112781_c0_g1_i2,TRINITY_DN112781_c0_g1_i2
TRINITY_DN112785_c0_g1_i3,TRINITY_DN112785_c0_g1_i3
TRINITY_DN11278_c0_g1_i1,TRINITY_DN11278_c0_g1_i1
TRINITY_DN112790_c0_g1_i1,TRINITY_DN112790_c0_g1_i1
TRINITY_DN112791_c0_g1_i1,TRINITY_DN112791_c0_g1_i1
TRINITY_DN11279_c0_g1_i1,TRINITY_DN11279_c0_g1_i1
TRINITY_DN112803_c0_g1_i1,TRINITY_DN112803_c0_g1_i1
TRINITY_DN112805_c0_g1_i2,TRINITY_DN112805_c0_g1_i2
TRINITY_DN112807_c0_g1_i7,TRINITY_DN112807_c0_g1_i7
TRINITY_DN112807_c0_g2_i1,TRINITY_DN112807_c0_g2_i1
TRINITY_DN11280_c0_g2_i2,TRINITY_DN11280_c0_g2_i2
TRINITY_DN112810_c0_g1_i7,TRINITY_DN112810_c0_g1_i7
TRINITY_DN112812_c0_g2_i1,TRINITY_DN112812_c0_g2_i1
TRINITY_DN11281_c0_g1_i4,TRINITY_DN11281_c0_g1_i4
TRINITY_DN112825_c0_g1_i1,TRINITY_DN112825_c0_g1_i1
TRINITY_DN112826_c0_g1_i3,TRINITY_DN112826_c0_g1_i3
TRINITY_DN112827_c0_g1_i2,TRINITY_DN112827_c0_g1_i2
TRINITY_DN112829_c0_g1_i2,TRINITY_DN112829_c0_g1_i2
TRINITY_DN11282_c0_g1_i5,TRINITY_DN11282_c0_g1_i5
TRINITY_DN112830_c0_g1_i2,TRINITY_DN112830_c0_g1_i2
TRINITY_DN112833_c0_g1_i1,TRINITY_DN112833_c0_g1_i1
TRINITY_DN112839_c0_g1_i1,TRINITY_DN112839_c0_g1_i1
TRINITY_DN112840_c0_g2_i2,TRINITY_DN112840_c0_g2_i2
TRINITY_DN112845_c0_g1_i3,TRINITY_DN112845_c0_g1_i3
TRINITY_DN11284_c0_g1_i2,TRINITY_DN11284_c0_g1_i2
TRINITY_DN112851_c0_g4_i2,TRINITY_DN112851_c0_g4_i2
TRINITY_DN112856_c0_g1_i1,TRINITY_DN112856_c0_g1_i1
TRINITY_DN11285_c0_g2_i9,TRINITY_DN11285_c0_g2_i9
TRINITY_DN112861_c0_g1_i2,TRINITY_DN112861_c0_g1_i2
TRINITY_DN112865_c0_g1_i1,TRINITY_DN112865_c0_g1_i1
TRINITY_DN11286_c0_g1_i1,TRINITY_DN11286_c0_g1_i1
TRINITY_DN112870_c0_g1_i1,TRINITY_DN112870_c0_g1_i1
TRINITY_DN112874_c1_g1_i1,TRINITY_DN112874_c1_g1_i1
TRINITY_DN112876_c0_g1_i2,TRINITY_DN112876_c0_g1_i2
TRINITY_DN112876_c0_g2_i2,TRINITY_DN112876_c0_g2_i2
TRINITY_DN112878_c0_g2_i1,TRINITY_DN112878_c0_g2_i1
TRINITY_DN11287_c0_g1_i1,TRINITY_DN11287_c0_g1_i1
TRINITY_DN112881_c0_g1_i2,TRINITY_DN112881_c0_g1_i2
TRINITY_DN112883_c0_g3_i1,TRINITY_DN112883_c0_g3_i1
TRINITY_DN112890_c0_g1_i1,TRINITY_DN112890_c0_g1_i1
TRINITY_DN112895_c0_g1_i1,TRINITY_DN112895_c0_g1_i1
TRINITY_DN112895_c1_g1_i7,TRINITY_DN112895_c1_g1_i7
TRINITY_DN112896_c1_g1_i1,TRINITY_DN112896_c1_g1_i1
TRINITY_DN112899_c2_g1_i1,TRINITY_DN112899_c2_g1_i1
TRINITY_DN112899_c3_g1_i1,TRINITY_DN112899_c3_g1_i1
TRINITY_DN11289_c0_g1_i2,TRINITY_DN11289_c0_g1_i2
TRINITY_DN112901_c0_g1_i2,TRINITY_DN112901_c0_g1_i2
TRINITY_DN112902_c0_g1_i3,TRINITY_DN112902_c0_g1_i3
TRINITY_DN112904_c0_g1_i1,TRINITY_DN112904_c0_g1_i1
TRINITY_DN11290_c0_g2_i1,TRINITY_DN11290_c0_g2_i1
TRINITY_DN112915_c0_g1_i1,TRINITY_DN112915_c0_g1_i1
TRINITY_DN112915_c1_g1_i1,TRINITY_DN112915_c1_g1_i1
TRINITY_DN112917_c0_g1_i1,TRINITY_DN112917_c0_g1_i1
TRINITY_DN112917_c0_g2_i2,TRINITY_DN112917_c0_g2_i2
TRINITY_DN112918_c0_g1_i2,TRINITY_DN112918_c0_g1_i2
TRINITY_DN112919_c0_g1_i1,TRINITY_DN112919_c0_g1_i1
TRINITY_DN11291_c0_g1_i2,TRINITY_DN11291_c0_g1_i2
TRINITY_DN112929_c0_g1_i2,TRINITY_DN112929_c0_g1_i2
TRINITY_DN11292_c0_g1_i3,TRINITY_DN11292_c0_g1_i3
TRINITY_DN112933_c0_g1_i3,TRINITY_DN112933_c0_g1_i3
TRINITY_DN112934_c0_g1_i1,TRINITY_DN112934_c0_g1_i1
TRINITY_DN112935_c0_g1_i3,TRINITY_DN112935_c0_g1_i3
TRINITY_DN11293_c0_g1_i1,TRINITY_DN11293_c0_g1_i1
TRINITY_DN112941_c0_g1_i1,TRINITY_DN112941_c0_g1_i1
TRINITY_DN112944_c0_g1_i2,TRINITY_DN112944_c0_g1_i2
TRINITY_DN112944_c0_g2_i2,TRINITY_DN112944_c0_g2_i2
TRINITY_DN112946_c0_g1_i3,TRINITY_DN112946_c0_g1_i3
TRINITY_DN112946_c0_g2_i2,TRINITY_DN112946_c0_g2_i2
TRINITY_DN112947_c0_g1_i3,TRINITY_DN112947_c0_g1_i3
TRINITY_DN112948_c0_g1_i2,TRINITY_DN112948_c0_g1_i2
TRINITY_DN11294_c0_g1_i1,TRINITY_DN11294_c0_g1_i1
TRINITY_DN112950_c0_g1_i2,TRINITY_DN112950_c0_g1_i2
TRINITY_DN112957_c0_g2_i1,TRINITY_DN112957_c0_g2_i1
TRINITY_DN112962_c0_g2_i1,TRINITY_DN112962_c0_g2_i1
TRINITY_DN112969_c0_g1_i2,TRINITY_DN112969_c0_g1_i2
TRINITY_DN112972_c0_g1_i1,TRINITY_DN112972_c0_g1_i1
TRINITY_DN112976_c0_g1_i1,TRINITY_DN112976_c0_g1_i1
TRINITY_DN11297_c0_g1_i1,TRINITY_DN11297_c0_g1_i1
TRINITY_DN11297_c0_g2_i1,TRINITY_DN11297_c0_g2_i1
TRINITY_DN112985_c0_g1_i1,TRINITY_DN112985_c0_g1_i1
TRINITY_DN112988_c0_g1_i1,TRINITY_DN112988_c0_g1_i1
TRINITY_DN11298_c0_g1_i8,TRINITY_DN11298_c0_g1_i8
TRINITY_DN112992_c0_g1_i1,TRINITY_DN112992_c0_g1_i1
TRINITY_DN112996_c0_g1_i1,TRINITY_DN112996_c0_g1_i1
TRINITY_DN112997_c1_g1_i1,TRINITY_DN112997_c1_g1_i1
TRINITY_DN11299_c0_g1_i3,TRINITY_DN11299_c0_g1_i3
TRINITY_DN112_c0_g1_i29,TRINITY_DN112_c0_g1_i29
TRINITY_DN112_c1_g1_i9,TRINITY_DN112_c1_g1_i9
TRINITY_DN112_c3_g1_i4,TRINITY_DN112_c3_g1_i4
TRINITY_DN113000_c0_g2_i2,TRINITY_DN113000_c0_g2_i2
TRINITY_DN113001_c0_g1_i5,TRINITY_DN113001_c0_g1_i5
TRINITY_DN113001_c0_g2_i1,TRINITY_DN113001_c0_g2_i1
TRINITY_DN113001_c1_g2_i7,TRINITY_DN113001_c1_g2_i7
TRINITY_DN113005_c0_g1_i1,TRINITY_DN113005_c0_g1_i1
TRINITY_DN113011_c0_g1_i1,TRINITY_DN113011_c0_g1_i1
TRINITY_DN113013_c0_g1_i2,TRINITY_DN113013_c0_g1_i2
TRINITY_DN113018_c0_g1_i3,TRINITY_DN113018_c0_g1_i3
TRINITY_DN113018_c0_g2_i1,TRINITY_DN113018_c0_g2_i1
TRINITY_DN113019_c0_g1_i3,TRINITY_DN113019_c0_g1_i3
TRINITY_DN11301_c0_g2_i3,TRINITY_DN11301_c0_g2_i3
TRINITY_DN113020_c0_g2_i1,TRINITY_DN113020_c0_g2_i1
TRINITY_DN113023_c0_g1_i1,TRINITY_DN113023_c0_g1_i1
TRINITY_DN113024_c0_g2_i3,TRINITY_DN113024_c0_g2_i3
TRINITY_DN113024_c0_g3_i2,TRINITY_DN113024_c0_g3_i2
TRINITY_DN113024_c0_g4_i2,TRINITY_DN113024_c0_g4_i2
TRINITY_DN113024_c0_g7_i1,TRINITY_DN113024_c0_g7_i1
TRINITY_DN113024_c1_g1_i1,TRINITY_DN113024_c1_g1_i1
TRINITY_DN113026_c0_g1_i1,TRINITY_DN113026_c0_g1_i1
TRINITY_DN113026_c0_g2_i1,TRINITY_DN113026_c0_g2_i1
TRINITY_DN11302_c0_g2_i24,TRINITY_DN11302_c0_g2_i24
TRINITY_DN113030_c0_g1_i1,TRINITY_DN113030_c0_g1_i1
TRINITY_DN113033_c0_g1_i1,TRINITY_DN113033_c0_g1_i1
TRINITY_DN113035_c0_g1_i3,TRINITY_DN113035_c0_g1_i3
TRINITY_DN113037_c0_g2_i1,TRINITY_DN113037_c0_g2_i1
TRINITY_DN11303_c0_g2_i2,TRINITY_DN11303_c0_g2_i2
TRINITY_DN113042_c0_g2_i1,TRINITY_DN113042_c0_g2_i1
TRINITY_DN113042_c0_g4_i2,TRINITY_DN113042_c0_g4_i2
TRINITY_DN113044_c0_g1_i3,TRINITY_DN113044_c0_g1_i3
TRINITY_DN113046_c0_g1_i7,TRINITY_DN113046_c0_g1_i7
TRINITY_DN113049_c0_g2_i1,TRINITY_DN113049_c0_g2_i1
TRINITY_DN113051_c0_g1_i2,TRINITY_DN113051_c0_g1_i2
TRINITY_DN113055_c0_g1_i1,TRINITY_DN113055_c0_g1_i1
TRINITY_DN11305_c0_g1_i2,TRINITY_DN11305_c0_g1_i2
TRINITY_DN11306_c0_g1_i1,TRINITY_DN11306_c0_g1_i1
TRINITY_DN113070_c0_g1_i1,TRINITY_DN113070_c0_g1_i1
TRINITY_DN113071_c0_g1_i1,TRINITY_DN113071_c0_g1_i1
TRINITY_DN113077_c0_g1_i2,TRINITY_DN113077_c0_g1_i2
TRINITY_DN11307_c0_g1_i1,TRINITY_DN11307_c0_g1_i1
TRINITY_DN11308_c0_g1_i2,TRINITY_DN11308_c0_g1_i2
TRINITY_DN113092_c0_g1_i2,TRINITY_DN113092_c0_g1_i2
TRINITY_DN113095_c0_g1_i2,TRINITY_DN113095_c0_g1_i2
TRINITY_DN113095_c1_g1_i1,TRINITY_DN113095_c1_g1_i1
TRINITY_DN113096_c0_g2_i3,TRINITY_DN113096_c0_g2_i3
TRINITY_DN1130_c0_g1_i1,TRINITY_DN1130_c0_g1_i1
TRINITY_DN1130_c0_g2_i2,TRINITY_DN1130_c0_g2_i2
TRINITY_DN113106_c0_g1_i3,TRINITY_DN113106_c0_g1_i3
TRINITY_DN113108_c0_g1_i2,TRINITY_DN113108_c0_g1_i2
TRINITY_DN113109_c0_g2_i2,TRINITY_DN113109_c0_g2_i2
TRINITY_DN11310_c0_g1_i1,TRINITY_DN11310_c0_g1_i1
TRINITY_DN113113_c0_g1_i4,TRINITY_DN113113_c0_g1_i4
TRINITY_DN113114_c0_g1_i1,TRINITY_DN113114_c0_g1_i1
TRINITY_DN113118_c0_g1_i1,TRINITY_DN113118_c0_g1_i1
TRINITY_DN11311_c0_g1_i10,TRINITY_DN11311_c0_g1_i10
TRINITY_DN11311_c0_g2_i3,TRINITY_DN11311_c0_g2_i3
TRINITY_DN113122_c0_g1_i1,TRINITY_DN113122_c0_g1_i1
TRINITY_DN113124_c0_g1_i5,TRINITY_DN113124_c0_g1_i5
TRINITY_DN113124_c0_g2_i1,TRINITY_DN113124_c0_g2_i1
TRINITY_DN113124_c0_g3_i1,TRINITY_DN113124_c0_g3_i1
TRINITY_DN113126_c0_g1_i1,TRINITY_DN113126_c0_g1_i1
TRINITY_DN113135_c0_g1_i1,TRINITY_DN113135_c0_g1_i1
TRINITY_DN11313_c1_g1_i8,TRINITY_DN11313_c1_g1_i8
TRINITY_DN113140_c0_g1_i2,TRINITY_DN113140_c0_g1_i2
TRINITY_DN113142_c0_g1_i1,TRINITY_DN113142_c0_g1_i1
TRINITY_DN113142_c1_g1_i2,TRINITY_DN113142_c1_g1_i2
TRINITY_DN113148_c0_g1_i1,TRINITY_DN113148_c0_g1_i1
TRINITY_DN11314_c0_g2_i2,TRINITY_DN11314_c0_g2_i2
TRINITY_DN113154_c0_g1_i3,TRINITY_DN113154_c0_g1_i3
TRINITY_DN113159_c0_g1_i1,TRINITY_DN113159_c0_g1_i1
TRINITY_DN113162_c0_g1_i1,TRINITY_DN113162_c0_g1_i1
TRINITY_DN11316_c4_g1_i1,TRINITY_DN11316_c4_g1_i1
TRINITY_DN11316_c5_g1_i1,TRINITY_DN11316_c5_g1_i1
TRINITY_DN113180_c0_g1_i1,TRINITY_DN113180_c0_g1_i1
TRINITY_DN113185_c0_g1_i1,TRINITY_DN113185_c0_g1_i1
TRINITY_DN113187_c0_g1_i2,TRINITY_DN113187_c0_g1_i2
TRINITY_DN113193_c0_g1_i1,TRINITY_DN113193_c0_g1_i1
TRINITY_DN113199_c1_g1_i2,TRINITY_DN113199_c1_g1_i2
TRINITY_DN11319_c0_g2_i2,TRINITY_DN11319_c0_g2_i2
TRINITY_DN1131_c0_g1_i1,TRINITY_DN1131_c0_g1_i1
TRINITY_DN1131_c0_g2_i5,TRINITY_DN1131_c0_g2_i5
TRINITY_DN1131_c0_g3_i2,TRINITY_DN1131_c0_g3_i2
TRINITY_DN113202_c0_g2_i1,TRINITY_DN113202_c0_g2_i1
TRINITY_DN113207_c0_g1_i1,TRINITY_DN113207_c0_g1_i1
TRINITY_DN11320_c0_g1_i20,TRINITY_DN11320_c0_g1_i20
TRINITY_DN113210_c0_g1_i1,TRINITY_DN113210_c0_g1_i1
TRINITY_DN113217_c0_g1_i1,TRINITY_DN113217_c0_g1_i1
TRINITY_DN113218_c1_g1_i1,TRINITY_DN113218_c1_g1_i1
TRINITY_DN113219_c1_g1_i1,TRINITY_DN113219_c1_g1_i1
TRINITY_DN113220_c0_g1_i1,TRINITY_DN113220_c0_g1_i1
TRINITY_DN113221_c0_g2_i1,TRINITY_DN113221_c0_g2_i1
TRINITY_DN113225_c0_g1_i3,TRINITY_DN113225_c0_g1_i3
TRINITY_DN113229_c1_g1_i1,TRINITY_DN113229_c1_g1_i1
TRINITY_DN11322_c0_g1_i3,TRINITY_DN11322_c0_g1_i3
TRINITY_DN113231_c0_g1_i3,TRINITY_DN113231_c0_g1_i3
TRINITY_DN113234_c0_g1_i1,TRINITY_DN113234_c0_g1_i1
TRINITY_DN113239_c0_g1_i1,TRINITY_DN113239_c0_g1_i1
TRINITY_DN11323_c0_g1_i2,TRINITY_DN11323_c0_g1_i2
TRINITY_DN113248_c0_g1_i1,TRINITY_DN113248_c0_g1_i1
TRINITY_DN11324_c0_g1_i3,TRINITY_DN11324_c0_g1_i3
TRINITY_DN113262_c0_g1_i2,TRINITY_DN113262_c0_g1_i2
TRINITY_DN113262_c1_g1_i2,TRINITY_DN113262_c1_g1_i2
TRINITY_DN113263_c0_g1_i1,TRINITY_DN113263_c0_g1_i1
TRINITY_DN113263_c0_g2_i1,TRINITY_DN113263_c0_g2_i1
TRINITY_DN113269_c0_g2_i2,TRINITY_DN113269_c0_g2_i2
TRINITY_DN113271_c0_g1_i1,TRINITY_DN113271_c0_g1_i1
TRINITY_DN113272_c0_g1_i3,TRINITY_DN113272_c0_g1_i3
TRINITY_DN113273_c0_g1_i1,TRINITY_DN113273_c0_g1_i1
TRINITY_DN113276_c0_g1_i2,TRINITY_DN113276_c0_g1_i2
TRINITY_DN113277_c0_g1_i1,TRINITY_DN113277_c0_g1_i1
TRINITY_DN11327_c0_g2_i1,TRINITY_DN11327_c0_g2_i1
TRINITY_DN113287_c0_g1_i3,TRINITY_DN113287_c0_g1_i3
TRINITY_DN113287_c1_g1_i2,TRINITY_DN113287_c1_g1_i2
TRINITY_DN11328_c0_g2_i1,TRINITY_DN11328_c0_g2_i1
TRINITY_DN113294_c0_g1_i1,TRINITY_DN113294_c0_g1_i1
TRINITY_DN113299_c0_g1_i6,TRINITY_DN113299_c0_g1_i6
TRINITY_DN1132_c0_g2_i1,TRINITY_DN1132_c0_g2_i1
TRINITY_DN1132_c1_g1_i1,TRINITY_DN1132_c1_g1_i1
TRINITY_DN113300_c0_g1_i1,TRINITY_DN113300_c0_g1_i1
TRINITY_DN113306_c0_g1_i2,TRINITY_DN113306_c0_g1_i2
TRINITY_DN11330_c0_g1_i1,TRINITY_DN11330_c0_g1_i1
TRINITY_DN113310_c0_g1_i1,TRINITY_DN113310_c0_g1_i1
TRINITY_DN113310_c0_g2_i1,TRINITY_DN113310_c0_g2_i1
TRINITY_DN113312_c0_g1_i2,TRINITY_DN113312_c0_g1_i2
TRINITY_DN113314_c0_g1_i1,TRINITY_DN113314_c0_g1_i1
TRINITY_DN113315_c0_g2_i1,TRINITY_DN113315_c0_g2_i1
TRINITY_DN113333_c0_g1_i1,TRINITY_DN113333_c0_g1_i1
TRINITY_DN113334_c0_g1_i1,TRINITY_DN113334_c0_g1_i1
TRINITY_DN113334_c0_g2_i2,TRINITY_DN113334_c0_g2_i2
